"@id","State__@id","State__City__@id","State__City__Station__@id","State__City__Station__@lastupdate","State__City__Station__@latitude","State__City__Station__@longitude","State__City__Station__Pollutant_Index__@id","State__City__Station__Pollutant_Index__@Min","State__City__Station__Pollutant_Index__@Max","State__City__Station__Pollutant_Index__@Avg","State__City__Station__Air_Quality_Index__@Value","State__City__Station__Air_Quality_Index__@Predominant_Parameter"
"","","","","","","","CO","31","110","57","",""
"","","","","","","","OZONE","1","64","11","",""
"","","","Borivali East, Mumbai - IITM","20-11-2023 12:00:00","19.23241","72.86895","PM2.5","69","196","115","155","PM10"
"","","","","","","","PM10","152","161","155","",""
"","","","","","","","NO2","57","123","96","",""
"","","","","","","","NH3","6","9","7","",""
"","","","","","","","CO","1","22","10","",""
"","","","","","","","OZONE","1","3","2","",""
"","","","Borivali East, Mumbai - MPCB","20-11-2023 12:00:00","19.2243333","72.8658113","PM2.5","24","126","60","71","PM10"
"","","","","","","","PM10","36","128","71","",""
"","","","","","","","NO2","5","21","9","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","4","6","5","",""
"","","","","","","","OZONE","14","85","26","",""
"","","","Byculla, Mumbai - BMC","20-11-2023 12:00:00","18.9767","72.838","PM2.5","63","179","104","108","PM10"
"","","","","","","","PM10","50","254","108","",""
"","","","","","","","NO2","22","102","58","",""
"","","","","","","","NH3","1","41","14","",""
"","","","","","","","SO2","3","21","8","",""
"","","","","","","","CO","6","92","36","",""
"","","","","","","","OZONE","1","97","16","",""
"","","","Chakala-Andheri East, Mumbai - IITM","20-11-2023 12:00:00","19.11074","72.86084","PM2.5","49","81","66","96","PM10"
"","","","","","","","PM10","71","115","96","",""
"","","","","","","","NO2","46","148","87","",""
"","","","","","","","NH3","5","41","14","",""
"","","","","","","","SO2","1","33","14","",""
"","","","","","","","CO","22","100","43","",""
"","","","","","","","OZONE","16","28","24","",""
"","","","Chembur, Mumbai - MPCB","20-11-2023 12:00:00","19.0364585","72.8954371","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","30","74","54","",""
"","","","","","","","NH3","2","3","2","",""
"","","","","","","","SO2","6","41","12","",""
"","","","","","","","CO","34","36","36","",""
"","","","","","","","OZONE","2","75","15","",""
"","","","Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","20-11-2023 12:00:00","19.10078","72.87462","PM2.5","36","68","52","115","PM10"
"","","","","","","","PM10","86","141","115","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","5","10","6","",""
"","","","","","","","SO2","3","3","3","",""
"","","","","","","","CO","56","110","89","",""
"","","","","","","","OZONE","1","18","5","",""
"","","","Colaba, Mumbai - MPCB","20-11-2023 12:00:00","18.91","72.82","PM2.5","44","92","56","71","PM10"
"","","","","","","","PM10","56","110","71","",""
"","","","","","","","NO2","53","95","65","",""
"","","","","","","","NH3","2","3","2","",""
"","","","","","","","SO2","12","21","18","",""
"","","","","","","","CO","35","64","41","",""
"","","","","","","","OZONE","8","16","13","",""
"","","","Deonar, Mumbai - IITM","20-11-2023 12:00:00","19.04946","72.923","PM2.5","80","234","118","118","PM2.5"
"","","","","","","","PM10","86","156","109","",""
"","","","","","","","NO2","16","30","23","",""
"","","","","","","","NH3","2","3","2","",""
"","","","","","","","SO2","1","19","8","",""
"","","","","","","","CO","54","92","81","",""
"","","","","","","","OZONE","2","154","24","",""
"","","","Ghatkopar, Mumbai - BMC","20-11-2023 12:00:00","19.083694","72.920967","PM2.5","56","192","95","95","PM2.5"
"","","","","","","","PM10","68","109","85","",""
"","","","","","","","NO2","26","38","32","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","1","7","3","",""
"","","","","","","","CO","8","40","21","",""
"","","","","","","","OZONE","1","42","12","",""
"","","","Kandivali East, Mumbai - MPCB","20-11-2023 12:00:00","19.2058","72.8682","PM2.5","47","140","86","122","PM10"
"","","","","","","","PM10","74","167","122","",""
"","","","","","","","NO2","41","103","75","",""
"","","","","","","","NH3","5","9","6","",""
"","","","","","","","SO2","8","17","11","",""
"","","","","","","","CO","40","103","56","",""
"","","","","","","","OZONE","9","74","15","",""
"","","","Kandivali West, Mumbai - BMC","20-11-2023 12:00:00","19.215859","72.831718","PM2.5","67","135","100","144","PM10"
"","","","","","","","PM10","122","176","144","",""
"","","","","","","","NO2","18","81","41","",""
"","","","","","","","NH3","1","3","1","",""
"","","","","","","","SO2","6","13","10","",""
"","","","","","","","CO","16","85","31","",""
"","","","","","","","OZONE","1","64","13","",""
"","","","Kherwadi_Bandra East, Mumbai - MPCB","20-11-2023 12:00:00","19.0632143","72.8456324","PM2.5","85","224","142","142","PM2.5"
"","","","","","","","PM10","89","144","119","",""
"","","","","","","","NO2","11","71","44","",""
"","","","","","","","NH3","6","9","8","",""
"","","","","","","","SO2","35","68","47","",""
"","","","","","","","CO","16","107","55","",""
"","","","","","","","OZONE","1","60","3","",""
"","","","Khindipada-Bhandup West, Mumbai - IITM","20-11-2023 12:00:00","19.1653323","72.922099","PM2.5","44","199","79","92","PM10"
"","","","","","","","PM10","50","155","92","",""
"","","","","","","","NO2","2","5","3","",""
"","","","","","","","NH3","1","4","1","",""
"","","","","","","","SO2","4","12","7","",""
"","","","","","","","CO","54","71","63","",""
"","","","","","","","OZONE","32","41","32","",""
"","","","Kurla, Mumbai - MPCB","20-11-2023 12:00:00","19.0863","72.8888","PM2.5","55","99","73","119","PM10"
"","","","","","","","PM10","80","167","119","",""
"","","","","","","","NO2","15","38","27","",""
"","","","","","","","NH3","3","5","4","",""
"","","","","","","","SO2","32","32","32","",""
"","","","","","","","CO","21","56","35","",""
"","","","","","","","OZONE","34","39","36","",""
"","","","Malad West, Mumbai - IITM","20-11-2023 12:00:00","19.19709","72.82204","PM2.5","76","215","120","120","PM2.5"
"","","","","","","","PM10","77","142","104","",""
"","","","","","","","SO2","1","10","5","",""
"","","","","","","","CO","30","54","37","",""
"","","","","","","","OZONE","1","38","7","",""
"","","","Mazgaon, Mumbai - IITM","20-11-2023 12:00:00","18.96702","72.84214","PM2.5","76","146","111","119","PM10"
"","","","","","","","PM10","96","139","119","",""
"","","","","","","","NO2","36","109","76","",""
"","","","","","","","NH3","5","10","7","",""
"","","","","","","","SO2","5","11","8","",""
"","","","","","","","CO","28","56","42","",""
"","","","","","","","OZONE","3","83","10","",""
"","","","Mindspace-Malad West, Mumbai - MPCB","20-11-2023 12:00:00","19.1878657","72.8304069","PM2.5","45","90","59","79","PM10"
"","","","","","","","PM10","57","120","79","",""
"","","","","","","","NO2","1","78","36","",""
"","","","","","","","NH3","7","9","8","",""
"","","","","","","","SO2","6","20","11","",""
"","","","","","","","CO","18","50","34","",""
"","","","","","","","OZONE","2","67","11","",""
"","","","Mulund West, Mumbai - MPCB","20-11-2023 12:00:00","19.175","72.9419","PM2.5","44","212","111","111","PM2.5"
"","","","","","","","PM10","56","127","89","",""
"","","","","","","","NO2","23","26","24","",""
"","","","","","","","NH3","9","10","10","",""
"","","","","","","","SO2","14","14","14","",""
"","","","","","","","CO","73","99","95","",""
"","","","","","","","OZONE","8","8","8","",""
"","","","Navy Nagar-Colaba, Mumbai - IITM","20-11-2023 12:00:00","18.897756","72.81332","PM2.5","52","144","75","75","PM2.5"
"","","","","","","","PM10","51","118","68","",""
"","","","","","","","NO2","16","34","24","",""
"","","","","","","","NH3","12","16","14","",""
"","","","","","","","SO2","8","26","15","",""
"","","","","","","","CO","8","46","20","",""
"","","","","","","","OZONE","2","92","33","",""
"","","","Powai, Mumbai - MPCB","20-11-2023 12:00:00","19.1375","72.915056","PM2.5","34","71","57","87","PM10"
"","","","","","","","PM10","49","119","87","",""
"","","","","","","","NO2","20","36","25","",""
"","","","","","","","NH3","1","2","1","",""
"","","","","","","","SO2","63","68","65","",""
"","","","","","","","CO","30","48","39","",""
"","","","","","","","OZONE","23","58","26","",""
"","","","Shivaji Nagar, Mumbai - BMC","20-11-2023 12:00:00","19.060498","72.923356","PM2.5","92","222","149","149","PM2.5"
"","","","","","","","PM10","106","185","146","",""
"","","","","","","","NO2","35","98","70","",""
"","","","","","","","NH3","3","6","5","",""
"","","","","","","","SO2","3","23","13","",""
"","","","","","","","CO","10","67","17","",""
"","","","","","","","OZONE","6","190","34","",""
"","","","Siddharth Nagar-Worli, Mumbai - IITM","20-11-2023 12:00:00","19.000083","72.813993","PM2.5","48","152","75","98","CO"
"","","","","","","","PM10","41","108","67","",""
"","","","","","","","NO2","32","129","42","",""
"","","","","","","","NH3","4","10","6","",""
"","","","","","","","CO","94","102","98","",""
"","","","","","","","OZONE","12","93","27","",""
"","","","Sion, Mumbai - MPCB","20-11-2023 12:00:00","19.047","72.8746","PM2.5","45","98","66","133","NO2"
"","","","","","","","PM10","69","156","96","",""
"","","","","","","","NO2","87","227","133","",""
"","","","","","","","NH3","1","9","3","",""
"","","","","","","","SO2","23","26","25","",""
"","","","","","","","CO","17","71","38","",""
"","","","","","","","OZONE","10","29","12","",""
"","","","Vasai West, Mumbai - MPCB","20-11-2023 12:00:00","19.3832","72.8204","PM2.5","56","230","130","143","PM10"
"","","","","","","","PM10","76","232","143","",""
"","","","","","","","NO2","26","28","27","",""
"","","","","","","","NH3","4","4","4","",""
"","","","","","","","SO2","18","19","18","",""
"","","","","","","","CO","50","113","68","",""
"","","","","","","","OZONE","11","98","25","",""
"","","","Vile Parle West, Mumbai - MPCB","20-11-2023 12:00:00","19.10861","72.83622","PM2.5","56","103","74","96","PM10"
"","","","","","","","PM10","68","125","96","",""
"","","","","","","","NO2","3","36","17","",""
"","","","","","","","NH3","2","11","7","",""
"","","","","","","","SO2","11","15","13","",""
"","","","","","","","OZONE","4","5","4","",""
"","","","Worli, Mumbai - MPCB","20-11-2023 12:00:00","18.9936162","72.8128113","PM2.5","50","89","63","92","PM10"
"","","","","","","","PM10","72","135","92","",""
"","","","","","","","NO2","21","22","21","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","9","11","10","",""
"","","","","","","","CO","40","42","40","",""
"","","","","","","","OZONE","5","10","6","",""
"","","Nagpur","Ambazari, Nagpur - MPCB","20-11-2023 12:00:00","21.121801","79.04952","PM2.5","85","298","156","156","PM2.5"
"","","","","","","","PM10","93","164","114","",""
"","","","","","","","NO2","13","81","32","",""
"","","","","","","","NH3","5","9","7","",""
"","","","","","","","SO2","14","85","29","",""
"","","","","","","","CO","10","104","21","",""
"","","","","","","","OZONE","2","128","50","",""
"","","","Mahal, Nagpur - MPCB","20-11-2023 12:00:00","21.14472","79.107595","PM2.5","29","321","152","152","PM2.5"
"","","","","","","","PM10","98","218","146","",""
"","","","","","","","NO2","12","79","36","",""
"","","","","","","","NH3","4","8","5","",""
"","","","","","","","SO2","17","61","31","",""
"","","","","","","","CO","28","122","39","",""
"","","","","","","","OZONE","9","97","43","",""
"","","","Opp GPO Civil Lines, Nagpur - MPCB","20-11-2023 12:00:00","21.152875","79.0517531","PM2.5","78","272","158","158","PM2.5"
"","","","","","","","PM10","82","150","117","",""
"","","","","","","","NO2","6","128","47","",""
"","","","","","","","NH3","3","6","4","",""
"","","","","","","","SO2","1","59","18","",""
"","","","","","","","CO","16","109","25","",""
"","","","","","","","OZONE","2","95","29","",""
"","","","Ram Nagar, Nagpur - MPCB","20-11-2023 12:00:00","21.143383","79.048912","PM2.5","79","273","125","128","PM10"
"","","","","","","","PM10","96","224","128","",""
"","","","","","","","NO2","10","85","27","",""
"","","","","","","","NH3","4","9","7","",""
"","","","","","","","SO2","8","49","19","",""
"","","","","","","","CO","14","104","24","",""
"","","","","","","","OZONE","2","70","29","",""
"","","Nanded","Sneh Nagar, Nanded - MPCB","20-11-2023 12:00:00","19.173852","77.296291","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","38","46","40","",""
"","","","","","","","OZONE","38","98","46","",""
"","","Nashik","Gangapur Road, Nashik - MPCB","20-11-2023 12:00:00","20.0073285","73.7762427","PM2.5","78","203","125","125","PM2.5"
"","","","","","","","PM10","20","156","96","",""
"","","","","","","","NO2","6","10","8","",""
"","","","","","","","SO2","1","19","4","",""
"","","","","","","","CO","18","18","18","",""
"","","","","","","","OZONE","12","76","34","",""
"","","","Hirawadi, Nashik - MPCB","20-11-2023 12:00:00","20.021503","73.813844","PM2.5","68","173","111","111","PM2.5"
"","","","","","","","PM10","73","131","103","",""
"","","","","","","","NO2","14","75","26","",""
"","","","","","","","NH3","4","6","5","",""
"","","","","","","","SO2","1","19","4","",""
"","","","","","","","CO","22","62","28","",""
"","","","","","","","OZONE","1","66","3","",""
"","","","MIDC Ambad, Nashik - MPCB","20-11-2023 12:00:00","19.95022","73.73148","PM2.5","162","240","204","204","PM2.5"
"","","","","","","","PM10","139","206","170","",""
"","","","","","","","NO2","16","57","31","",""
"","","","","","","","NH3","3","4","4","",""
"","","","","","","","SO2","6","19","11","",""
"","","","","","","","CO","24","41","29","",""
"","","","","","","","OZONE","5","66","23","",""
"","","","Pandav Nagari, Nashik - MPCB","20-11-2023 12:00:00","19.9591346","73.7788008","PM2.5","69","114","91","115","PM10"
"","","","","","","","PM10","69","160","115","",""
"","","","","","","","NO2","5","87","24","",""
"","","","","","","","NH3","7","8","7","",""
"","","","","","","","SO2","8","32","16","",""
"","","","","","","","CO","34","82","38","",""
"","","","","","","","OZONE","8","92","27","",""
"","","Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","20-11-2023 12:00:00","19.090337","73.014232","PM2.5","37","66","52","78","PM10"
"","","","","","","","PM10","34","195","78","",""
"","","","","","","","NO2","29","123","65","",""
"","","","","","","","NH3","6","6","6","",""
"","","","","","","","SO2","11","31","22","",""
"","","","","","","","CO","23","100","32","",""
"","","","","","","","OZONE","1","293","32","",""
"","","","Mahape, Navi Mumbai - MPCB","20-11-2023 12:00:00","19.1135051","73.008978","PM2.5","32","204","67","146","PM10"
"","","","","","","","PM10","56","456","146","",""
"","","","","","","","NO2","37","38","38","",""
"","","","","","","","NH3","3","3","3","",""
"","","","","","","","SO2","26","26","26","",""
"","","","","","","","CO","50","92","57","",""
"","","","","","","","OZONE","8","79","22","",""
"","","","Nerul, Navi Mumbai - MPCB","20-11-2023 12:00:00","19.008751","73.01662","PM2.5","51","97","71","95","PM10"
"","","","","","","","PM10","70","121","95","",""
"","","","","","","","NO2","39","54","45","",""
"","","","","","","","NH3","1","2","1","",""
"","","","","","","","SO2","9","9","9","",""
"","","","","","","","CO","74","101","88","",""
"","","","Sanpada, Navi Mumbai - MPCB","20-11-2023 12:00:00","19.0575752","73.0151367","PM2.5","54","85","66","81","PM10"
"","","","","","","","PM10","60","99","81","",""
"","","","","","","","NO2","44","44","44","",""
"","","","","","","","NH3","11","21","14","",""
"","","","","","","","SO2","7","87","30","",""
"","","","","","","","CO","10","52","20","",""
"","","","","","","","OZONE","7","187","35","",""
"","","","Sector-2E Kalamboli, Navi Mumbai - MPCB","20-11-2023 12:00:00","19.02579","73.10297","PM2.5","79","236","102","113","PM10"
"","","","","","","","PM10","82","159","113","",""
"","","","","","","","NO2","33","122","75","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","7","21","13","",""
"","","","","","","","CO","20","90","30","",""
"","","","","","","","OZONE","1","117","5","",""
"","","","Tondare-Taloja, Navi Mumbai - MPCB","20-11-2023 12:00:00","19.063","73.1209","PM2.5","115","192","144","144","PM2.5"
"","","","","","","","PM10","64","99","80","",""
"","","","","","","","NO2","46","78","55","",""
"","","","","","","","NH3","3","6","4","",""
"","","","","","","","SO2","52","108","78","",""
"","","","","","","","CO","18","38","33","",""
"","","","","","","","OZONE","1","168","11","",""
"","","Parbhani","Masoom Colony, Parbhani - MPCB","20-11-2023 12:00:00","19.265594","76.761463","PM2.5","58","95","76","109","PM10"
"","","","","","","","PM10","82","141","109","",""
"","","","","","","","NO2","10","44","20","",""
"","","","","","","","NH3","4","4","4","",""
"","","","","","","","SO2","36","60","43","",""
"","","","","","","","CO","30","99","45","",""
"","","","","","","","OZONE","20","79","43","",""
"","","Pimpri-Chinchwad","Gavalinagar, Pimpri Chinchwad - MPCB","20-11-2023 12:00:00","18.63673","73.82487","PM2.5","70","134","91","91","PM2.5"
"","","","","","","","PM10","71","111","90","",""
"","","","","","","","NO2","13","34","20","",""
"","","","","","","","NH3","4","5","4","",""
"","","","","","","","SO2","2","13","6","",""
"","","","","","","","CO","24","66","45","",""
"","","","","","","","OZONE","10","167","31","",""
"","","","Park Street Wakad, Pimpri Chinchwad - MPCB","20-11-2023 12:00:00","18.59051","73.77946","PM2.5","116","221","171","171","PM2.5"
"","","","","","","","PM10","109","145","129","",""
"","","","","","","","NO2","41","99","72","",""
"","","","","","","","NH3","9","15","11","",""
"","","","","","","","SO2","5","13","8","",""
"","","","","","","","CO","32","67","56","",""
"","","","","","","","OZONE","4","176","24","",""
"","","","Thergaon, Pimpri Chinchwad - MPCB","20-11-2023 12:00:00","18.616318","73.765797","PM2.5","98","177","144","144","PM2.5"
"","","","","","","","PM10","93","121","110","",""
"","","","","","","","NO2","36","129","90","",""
"","","","","","","","NH3","3","14","7","",""
"","","","","","","","SO2","2","9","5","",""
"","","","","","","","CO","28","66","45","",""
"","","","","","","","OZONE","15","199","39","",""
"","","Pune","Alandi, Pune - IITM","20-11-2023 12:00:00","18.675076","73.892743","PM2.5","84","272","178","178","PM2.5"
"","","","","","","","PM10","82","150","121","",""
"","","","","","","","NO2","16","29","21","",""
"","","","","","","","CO","34","67","43","",""
"","","","","","","","OZONE","1","35","7","",""
"","","","Bhosari, Pune - IITM","20-11-2023 12:00:00","18.640051","73.848956","PM2.5","43","87","69","92","PM10"
"","","","","","","","PM10","59","111","92","",""
"","","","","","","","NO2","16","19","18","",""
"","","","","","","","CO","40","46","44","",""
"","","","","","","","OZONE","5","61","20","",""
"","","","Karve Road, Pune - MPCB","20-11-2023 12:00:00","18.5011743","73.8165527","PM2.5","30","51","47","71","PM10"
"","","","","","","","PM10","46","77","71","",""
"","","","","","","","NO2","2","2","2","",""
"","","","","","","","SO2","9","14","13","",""
"","","","","","","","CO","12","20","18","",""
"","","","","","","","OZONE","5","9","8","",""
"","","","Mhada Colony, Pune - IITM","20-11-2023 12:00:00","18.57304","73.927715","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","CO","NA","NA","NA","",""
"","","","","","","","OZONE","NA","NA","NA","",""
"","","","Revenue Colony-Shivajinagar, Pune - IITM","20-11-2023 12:00:00","18.530085","73.849598","PM2.5","138","300","223","223","PM2.5"
"","","","","","","","PM10","103","152","128","",""
"","","","","","","","NO2","138","225","191","",""
"","","","","","","","NH3","19","30","26","",""
"","","","","","","","SO2","112","133","126","",""
"","","","","","","","CO","100","113","106","",""
"","","","","","","","OZONE","6","24","8","",""
"","","","Savitribai Phule Pune University, Pune - MPCB","20-11-2023 12:00:00","18.547056","73.826908","PM2.5","67","204","140","140","PM10"
"","","","","","","","PM10","90","173","140","",""
"","","","","","","","NO2","6","24","13","",""
"","","","","","","","NH3","1","4","2","",""
"","","","","","","","SO2","2","4","3","",""
"","","","","","","","CO","16","80","38","",""
"","","","","","","","OZONE","1","175","24","",""
"","","Sangli","Vijay Nagar, Sangli - MPCB","20-11-2023 12:00:00","16.5038","74.3623","PM2.5","6","167","104","104","PM2.5"
"","","","","","","","PM10","94","103","103","",""
"","","","","","","","NO2","10","85","28","",""
"","","","","","","","NH3","1","5","3","",""
"","","","","","","","SO2","2","6","4","",""
"","","","","","","","CO","18","105","35","",""
"","","","","","","","OZONE","76","76","76","",""
"","","Solapur","Dnyaneshwar Nagar, Solapur - MPCB","20-11-2023 12:00:00","17.6336264","75.9132495","PM2.5","111","327","240","240","PM2.5"
"","","","","","","","PM10","64","401","145","",""
"","","","","","","","NO2","13","92","30","",""
"","","","","","","","NH3","14","53","21","",""
"","","","","","","","SO2","1","3","2","",""
"","","","","","","","CO","16","38","21","",""
"","","","","","","","OZONE","24","69","37","",""
"","","","Ratandeep Housing Society, Solapur - MPCB","20-11-2023 12:00:00","17.65439","75.90649","PM2.5","56","80","71","96","PM10"
"","","","","","","","PM10","81","111","96","",""
"","","","","","","","NO2","13","103","30","",""
"","","","","","","","NH3","11","15","12","",""
"","","","","","","","SO2","7","12","8","",""
"","","","","","","","CO","6","89","21","",""
"","","","","","","","OZONE","10","64","38","",""
"","","","Solapur, Solapur - MPCB","20-11-2023 12:00:00","17.6599188","75.9063906","PM2.5","29","48","44","99","PM10"
"","","","","","","","PM10","67","107","99","",""
"","","","","","","","NO2","49","58","56","",""
"","","","","","","","SO2","39","48","45","",""
"","","","","","","","OZONE","34","55","35","",""
"","","Thane","Kasarvadavali, Thane - MPCB","20-11-2023 12:00:00","19.26777","72.97182","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","14","16","16","",""
"","","","","","","","OZONE","56","67","56","",""
"","","","Pimpleshwar Mandir, Thane - MPCB","20-11-2023 12:00:00","19.192056","72.9585188","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","NA","NA","NA","",""
"","","","","","","","OZONE","NA","NA","NA","",""
"","","","Upvan Fort, Thane - MPCB","20-11-2023 12:00:00","19.222279","72.957979","PM2.5","9","105","73","149","PM10"
"","","","","","","","PM10","71","189","149","",""
"","","","","","","","NO2","9","51","26","",""
"","","","","","","","NH3","9","14","11","",""
"","","","","","","","SO2","7","39","17","",""
"","","","","","","","CO","6","42","22","",""
"","","","","","","","OZONE","18","126","39","",""
"","","Ulhasnagar","Sidhi Vinayak Nagar, Ulhasnagar - MPCB","20-11-2023 12:00:00","19.235581","73.159121","PM2.5","150","258","199","199","PM2.5"
"","","","","","","","PM10","128","195","149","",""
"","","","","","","","NO2","20","91","47","",""
"","","","","","","","NH3","3","3","3","",""
"","","","","","","","SO2","18","54","30","",""
"","","","","","","","CO","26","116","32","",""
"","","","","","","","OZONE","4","183","23","",""
"","","Virar","Bolinj, Virar - MPCB","20-11-2023 12:00:00","19.445821","72.7988231","PM2.5","40","107","79","92","PM10"
"","","","","","","","PM10","43","172","92","",""
"","","","","","","","NO2","6","58","21","",""
"","","","","","","","NH3","4","11","5","",""
"","","","","","","","SO2","5","15","9","",""
"","","","","","","","CO","12","107","49","",""
"","","","","","","","OZONE","3","61","22","",""
"","Manipur","Imphal","DM College of Science, Imphal - Manipur PCB","20-11-2023 12:00:00","24.8207389","93.9423085","PM2.5","2","33","10","75","SO2"
"","","","","","","","PM10","6","62","20","",""
"","","","","","","","NO2","7","8","8","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","74","77","75","",""
"","","","","","","","CO","6","6","6","",""
"","Meghalaya","Shillong","JN Stadium, Shillong - Meghalaya PCB","20-11-2023 12:00:00","25.5803419","91.8942571","PM2.5","11","217","62","92","PM10"
"","","","","","","","PM10","18","203","92","",""
"","","","","","","","NO2","8","43","20","",""
"","","","","","","","NH3","2","4","3","",""
"","","","","","","","SO2","24","27","25","",""
"","","","","","","","CO","13","88","28","",""
"","","","","","","","OZONE","5","22","16","",""
"","","","Lumpyngngad, Shillong - Meghalaya PCB","20-11-2023 12:00:00","25.5586","91.8985","PM2.5","3","32","20","20","PM2.5"
"","","","","","","","PM10","4","25","16","",""
"","","","","","","","NO2","6","6","6","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","15","21","17","",""
"","","","","","","","CO","5","18","9","",""
"","","","","","","","OZONE","1","1","1","",""
"","Mizoram","Aizawl","Sikulpuikawn, Aizawl - Mizoram PCB","20-11-2023 12:00:00","23.7176342","92.7192841","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","1","1","1","",""
"","","","","","","","CO","8","16","11","",""
"","","","","","","","OZONE","1","4","2","",""
"","Nagaland","Kohima","PWD Juction, Kohima - NPCB","20-11-2023 12:00:00","25.6635413","94.0989878","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","NA","NA","NA","",""
"","","","","","","","OZONE","NA","NA","NA","",""
"","Odisha","Angul","Hakimapada, Angul - OSPCB","20-11-2023 12:00:00","20.832874","85.104082","PM2.5","52","433","118","129","PM10"
"","","","","","","","PM10","79","335","129","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","11","124","46","",""
"","","","","","","","CO","16","100","51","",""
"","","","","","","","OZONE","4","125","28","",""
"","","Balasore","Kalidaspur, Balasore - OSPCB","20-11-2023 12:00:00","21.51161","86.89088","PM2.5","37","312","102","115","PM10"
"","","","","","","","PM10","45","304","115","",""
"","","","","","","","NO2","4","51","13","",""
"","","","","","","","NH3","2","6","4","",""
"","","","","","","","SO2","14","32","20","",""
"","","","","","","","CO","18","71","32","",""
"","","","","","","","OZONE","5","82","32","",""
"","","Barbil","Forest Office, Barbil - OSPCB","20-11-2023 12:00:00","22.1166054","85.3945546","PM2.5","32","467","117","154","PM10"
"","","","","","","","PM10","59","460","154","",""
"","","","","","","","NO2","6","32","11","",""
"","","","","","","","NH3","3","8","4","",""
"","","","","","","","SO2","9","70","21","",""
"","","","","","","","CO","6","134","84","",""
"","","","","","","","OZONE","3","120","25","",""
"","","Baripada","Meher Colony, Baripada - OSPCB","20-11-2023 12:00:00","21.941841","86.728318","PM2.5","49","85","68","71","PM10"
"","","","","","","","PM10","53","88","71","",""
"","","","","","","","SO2","4","5","4","",""
"","","","","","","","CO","27","36","30","",""
"","","","","","","","OZONE","11","35","14","",""
"","","Bhubaneswar","Lingraj Mandir, Bhubaneswar - OSPCB","20-11-2023 12:00:00","20.24079","85.836784","PM2.5","43","183","95","103","PM10"
"","","","","","","","PM10","73","155","103","",""
"","","","","","","","NO2","7","48","21","",""
"","","","","","","","NH3","2","4","3","",""
"","","","","","","","SO2","8","39","16","",""
"","","","","","","","CO","56","84","68","",""
"","","","","","","","OZONE","24","114","53","",""
"","","","Patia, Bhubaneswar - OSPCB","20-11-2023 12:00:00","20.34652","85.8163","PM2.5","42","190","78","90","PM10"
"","","","","","","","PM10","65","127","90","",""
"","","","","","","","NO2","5","26","15","",""
"","","","","","","","NH3","3","5","4","",""
"","","","","","","","SO2","7","56","14","",""
"","","","","","","","CO","20","40","24","",""
"","","","","","","","OZONE","22","106","47","",""
"","","Bileipada","Tata Township, Bileipada - OSPCB","20-11-2023 12:00:00","22.06156703","85.47409613","PM2.5","67","159","93","162","PM10"
"","","","","","","","PM10","117","404","162","",""
"","","","","","","","NO2","4","8","6","",""
"","","","","","","","NH3","11","11","11","",""
"","","","","","","","SO2","25","33","29","",""
"","","","","","","","CO","13","24","18","",""
"","","","","","","","OZONE","10","19","11","",""
"","","Brajrajnagar","GM Office, Brajrajnagar - OSPCB","20-11-2023 12:00:00","21.8004996","83.8396977","PM2.5","8","86","38","53","PM10"
"","","","","","","","PM10","10","113","53","",""
