"@id","State__@id","State__City__@id","State__City__Station__@id","State__City__Station__@lastupdate","State__City__Station__@latitude","State__City__Station__@longitude","State__City__Station__Pollutant_Index__@id","State__City__Station__Pollutant_Index__@Min","State__City__Station__Pollutant_Index__@Max","State__City__Station__Pollutant_Index__@Avg","State__City__Station__Air_Quality_Index__@Value","State__City__Station__Air_Quality_Index__@Predominant_Parameter"
"","","","","","","","CO","23","57","33","",""
"","","","","","","","OZONE","74","87","78","",""
"","","","Lalbagh, Lucknow - CPCB","20-11-2023 12:00:00","26.8458805","80.9365541","PM2.5","156","362","250","250","PM2.5"
"","","","","","","","PM10","132","259","167","",""
"","","","","","","","NO2","13","122","45","",""
"","","","","","","","NH3","15","25","17","",""
"","","","","","","","SO2","2","65","10","",""
"","","","","","","","CO","14","129","101","",""
"","","","","","","","OZONE","2","68","20","",""
"","","","Talkatora District Industries Center, Lucknow - CPCB","20-11-2023 12:00:00","26.83399722","80.8917361","PM2.5","51","348","179","189","PM10"
"","","","","","","","PM10","88","428","189","",""
"","","","","","","","NO2","28","54","38","",""
"","","","","","","","NH3","15","35","20","",""
"","","","","","","","SO2","2","19","10","",""
"","","","","","","","CO","10","98","49","",""
"","","","","","","","OZONE","2","80","12","",""
"","","Meerut","Ganga Nagar, Meerut - UPPCB","20-11-2023 12:00:00","28.999264","77.7590354","PM2.5","147","443","331","331","PM2.5"
"","","","","","","","PM10","133","441","290","",""
"","","","","","","","NO2","23","116","65","",""
"","","","","","","","NH3","5","11","8","",""
"","","","","","","","SO2","10","25","18","",""
"","","","","","","","CO","26","110","52","",""
"","","","","","","","OZONE","6","19","8","",""
"","","","Jai Bhim Nagar, Meerut - UPPCB","20-11-2023 12:00:00","28.9535882","77.7622941","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","CO","NA","NA","NA","",""
"","","","","","","","OZONE","NA","NA","NA","",""
"","","","Pallavpuram Phase 2, Meerut - UPPCB","20-11-2023 12:00:00","29.06351","77.709723","PM2.5","192","397","327","327","PM2.5"
"","","","","","","","PM10","139","421","262","",""
"","","","","","","","SO2","4","10","6","",""
"","","","","","","","CO","36","100","56","",""
"","","","","","","","OZONE","1","8","4","",""
"","","Moradabad","Buddhi Vihar, Moradabad - UPPCB","20-11-2023 12:00:00","28.83526","78.7446","PM2.5","64","326","200","200","PM2.5"
"","","","","","","","PM10","92","247","150","",""
"","","","","","","","NO2","23","24","23","",""
"","","","","","","","NH3","7","11","9","",""
"","","","","","","","SO2","13","21","16","",""
"","","","","","","","CO","38","54","50","",""
"","","","","","","","OZONE","13","26","14","",""
"","","","Eco Herbal Park, Moradabad - UPPCB","20-11-2023 12:00:00","28.840739","78.697531","PM2.5","65","260","145","145","PM2.5"
"","","","","","","","PM10","68","142","101","",""
"","","","","","","","NO2","11","54","29","",""
"","","","","","","","NH3","4","8","7","",""
"","","","","","","","SO2","6","22","11","",""
"","","","","","","","OZONE","7","130","23","",""
"","","","Employment Office, Moradabad - UPPCB","20-11-2023 12:00:00","28.88528","78.7388","PM2.5","82","285","182","182","PM2.5"
"","","","","","","","PM10","110","195","151","",""
"","","","","","","","NO2","12","12","12","",""
"","","","","","","","NH3","3","3","3","",""
"","","","","","","","SO2","20","38","21","",""
"","","","","","","","CO","48","78","68","",""
"","","","","","","","OZONE","14","67","21","",""
"","","","Jigar Colony, Moradabad - UPPCB","20-11-2023 12:00:00","28.856664","78.772638","PM2.5","59","249","147","156","PM10"
"","","","","","","","PM10","104","208","156","",""
"","","","","","","","NO2","21","41","30","",""
"","","","","","","","NH3","5","5","5","",""
"","","","","","","","SO2","100","116","107","",""
"","","","","","","","CO","54","90","70","",""
"","","","","","","","OZONE","8","13","9","",""
"","","","Kashiram Nagar, Moradabad - UPPCB","20-11-2023 12:00:00","28.849399","78.742362","PM2.5","60","343","209","209","PM2.5"
"","","","","","","","PM10","103","343","176","",""
"","","","","","","","NO2","20","33","26","",""
"","","","","","","","NH3","4","4","4","",""
"","","","","","","","SO2","28","32","31","",""
"","","","","","","","CO","37","56","48","",""
"","","","","","","","OZONE","12","20","13","",""
"","","","Transport Nagar, Moradabad - UPPCB","20-11-2023 12:00:00","28.802625","78.753728","PM2.5","65","276","159","159","PM2.5"
"","","","","","","","PM10","88","149","121","",""
"","","","","","","","NO2","21","47","39","",""
"","","","","","","","NH3","6","6","6","",""
"","","","","","","","SO2","37","39","38","",""
"","","","","","","","CO","40","42","42","",""
"","","","","","","","OZONE","14","25","15","",""
"","","Muzaffarnagar","New Mandi, Muzaffarnagar - UPPCB","20-11-2023 12:00:00","29.4723508","77.7194031","PM2.5","111","425","214","214","PM2.5"
"","","","","","","","PM10","124","411","161","",""
"","","","","","","","NO2","24","76","48","",""
"","","","","","","","NH3","5","8","7","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","4","101","16","",""
"","","","","","","","OZONE","6","91","12","",""
"","","Noida","Sector - 125, Noida - UPPCB","20-11-2023 12:00:00","28.5447608","77.3231257","PM2.5","123","418","306","306","PM2.5"
"","","","","","","","PM10","116","462","293","",""
"","","","","","","","NO2","61","260","157","",""
"","","","","","","","NH3","7","12","9","",""
"","","","","","","","SO2","19","125","49","",""
"","","","","","","","CO","18","136","129","",""
"","","","","","","","OZONE","11","154","154","",""
"","","","Sector - 62, Noida - IMD","20-11-2023 12:00:00","28.6245479","77.3577104","PM2.5","167","398","303","303","PM2.5"
"","","","","","","","PM10","129","405","246","",""
"","","","","","","","NO2","19","74","44","",""
"","","","","","","","CO","90","110","107","",""
"","","","","","","","OZONE","21","220","220","",""
"","","","Sector-1, Noida - UPPCB","20-11-2023 12:00:00","28.5898","77.3101","PM2.5","107","377","284","284","PM2.5"
"","","","","","","","PM10","103","318","197","",""
"","","","","","","","NO2","28","233","140","",""
"","","","","","","","NH3","10","15","13","",""
"","","","","","","","SO2","14","92","26","",""
"","","","","","","","CO","1","120","104","",""
"","","","","","","","OZONE","4","214","63","",""
"","","","Sector-116, Noida - UPPCB","20-11-2023 12:00:00","28.56923","77.393848","PM2.5","194","495","362","362","PM2.5"
"","","","","","","","PM10","128","479","335","",""
"","","","","","","","NO2","15","174","79","",""
"","","","","","","","NH3","8","13","10","",""
"","","","","","","","SO2","19","40","23","",""
"","","","","","","","CO","18","130","95","",""
"","","","","","","","OZONE","7","83","15","",""
"","","Prayagraj","Jhunsi, Prayagraj - UPPCB","20-11-2023 12:00:00","25.425602","81.917152","PM2.5","100","249","170","170","PM2.5"
"","","","","","","","PM10","116","229","159","",""
"","","","","","","","NO2","6","6","6","",""
"","","","","","","","NH3","12","20","15","",""
"","","","","","","","SO2","30","31","30","",""
"","","","","","","","CO","30","74","38","",""
"","","","","","","","OZONE","1","26","3","",""
"","","","Motilal Nehru NIT, Prayagraj - UPPCB","20-11-2023 12:00:00","25.494","81.863","PM2.5","96","307","232","232","PM2.5"
"","","","","","","","PM10","86","158","123","",""
"","","","","","","","NO2","12","12","12","",""
"","","","","","","","NH3","6","7","7","",""
"","","","","","","","SO2","15","21","18","",""
"","","","","","","","CO","48","74","61","",""
"","","","","","","","OZONE","9","27","12","",""
"","","","Nagar Nigam, Prayagraj - UPPCB","20-11-2023 12:00:00","25.44919916","81.82735986","PM2.5","88","208","150","150","PM2.5"
"","","","","","","","PM10","103","157","133","",""
"","","","","","","","NO2","14","14","14","",""
"","","","","","","","NH3","6","13","9","",""
"","","","","","","","SO2","31","64","47","",""
"","","","","","","","CO","24","99","35","",""
"","","","","","","","OZONE","2","11","6","",""
"","","Varanasi","Ardhali Bazar, Varanasi - UPPCB","20-11-2023 12:00:00","25.3505986","82.9083074","PM2.5","37","95","70","81","PM10"
"","","","","","","","PM10","39","107","81","",""
"","","","","","","","NO2","19","40","27","",""
"","","","","","","","SO2","12","26","17","",""
"","","","","","","","OZONE","15","32","23","",""
"","","","Bhelupur, Varanasi - UPPCB","20-11-2023 12:00:00","25.301778","82.996789","PM2.5","24","72","55","76","PM10"
"","","","","","","","PM10","36","106","76","",""
"","","","","","","","NO2","11","11","11","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","17","18","18","",""
"","","","","","","","CO","33","113","69","",""
"","","","","","","","OZONE","1","7","1","",""
"","","","IESD Banaras Hindu University, Varanasi - UPPCB","20-11-2023 12:00:00","25.262326","82.995408","PM2.5","18","55","35","53","PM10"
"","","","","","","","PM10","27","87","53","",""
"","","","","","","","NO2","2","3","2","",""
"","","","","","","","NH3","1","4","2","",""
"","","","","","","","SO2","13","14","13","",""
"","","","","","","","CO","26","48","41","",""
"","","","","","","","OZONE","4","6","4","",""
"","","","Maldahiya, Varanasi - UPPCB","20-11-2023 12:00:00","25.32393","82.99687","PM2.5","31","102","68","75","PM10"
"","","","","","","","PM10","35","110","75","",""
"","","","","","","","NO2","1","2","2","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","28","36","31","",""
"","","","","","","","CO","34","114","67","",""
"","","","","","","","OZONE","4","8","4","",""
"","","Vrindavan","Omex Eternity, Vrindavan - UPPCB","20-11-2023 12:00:00","27.571409","77.655757","PM2.5","61","211","116","117","PM10"
"","","","","","","","PM10","75","159","117","",""
"","","","","","","","NO2","2","3","3","",""
"","","","","","","","NH3","2","4","2","",""
"","","","","","","","SO2","32","34","32","",""
"","","","","","","","CO","54","95","81","",""
"","","","","","","","OZONE","24","25","25","",""
"","Uttarakhand","Dehradun","Doon University, Dehradun - UKPCB","20-11-2023 12:00:00","30.269444","78.044167","PM2.5","29","191","93","93","PM2.5"
"","","","","","","","PM10","37","126","78","",""
"","","","","","","","NO2","1","7","3","",""
"","","","","","","","SO2","1","1","1","",""
"","","","","","","","CO","12","54","27","",""
"","","","","","","","OZONE","1","9","1","",""
"","","Kashipur","Govt. Girls Inter College, Kashipur - UKPCB","20-11-2023 12:00:00","29.2124114","78.9611753","PM2.5","14","83","45","93","PM10"
"","","","","","","","PM10","45","140","93","",""
"","","","","","","","NO2","16","101","38","",""
"","","","","","","","NH3","4","7","5","",""
"","","","","","","","SO2","7","9","8","",""
"","","","","","","","CO","20","82","26","",""
"","","","","","","","OZONE","1","38","5","",""
"","","Rishikesh","Shivaji Nagar, Rishikesh - UKPCB","20-11-2023 12:00:00","30.075911","78.2859547","PM2.5","8","42","19","41","PM10"
"","","","","","","","PM10","31","57","41","",""
"","","","","","","","NO2","4","7","6","",""
"","","","","","","","NH3","4","5","4","",""
"","","","","","","","SO2","6","7","6","",""
"","","","","","","","CO","16","32","21","",""
"","","","","","","","OZONE","5","45","8","",""
"","West_Bengal","Asansol","Asansol Court Area, Asansol - WBPCB","20-11-2023 12:00:00","23.685297","86.945968","PM2.5","26","114","64","82","PM10"
"","","","","","","","PM10","33","127","82","",""
"","","","","","","","NO2","22","59","40","",""
"","","","","","","","NH3","9","12","11","",""
"","","","","","","","SO2","8","15","11","",""
"","","","","","","","CO","NA","NA","NA","",""
"","","","","","","","OZONE","7","58","22","",""
"","","Durgapur","Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB","20-11-2023 12:00:00","23.5404352","87.2892225","PM2.5","15","101","48","64","PM10"
"","","","","","","","PM10","24","131","64","",""
"","","","","","","","NO2","21","33","26","",""
"","","","","","","","NH3","4","6","5","",""
"","","","","","","","SO2","25","37","33","",""
"","","","","","","","CO","7","48","35","",""
"","","","","","","","OZONE","2","26","7","",""
"","","Haldia","Priyambada Housing Estate, Haldia - WBPCB","20-11-2023 12:00:00","22.06047","88.109737","PM2.5","32","74","48","83","PM10"
"","","","","","","","PM10","48","123","83","",""
"","","","","","","","NO2","16","49","26","",""
"","","","","","","","NH3","3","5","4","",""
"","","","","","","","SO2","8","20","12","",""
"","","","","","","","CO","26","71","36","",""
"","","","","","","","OZONE","21","64","29","",""
"","","Howrah","Belur Math, Howrah - WBPCB","20-11-2023 12:00:00","22.629801","88.352017","PM2.5","29","98","64","89","PM10"
"","","","","","","","PM10","46","124","89","",""
"","","","","","","","NO2","7","16","11","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","13","17","17","",""
"","","","","","","","CO","6","42","15","",""
"","","","","","","","OZONE","11","62","22","",""
"","","","Ghusuri, Howrah - WBPCB","20-11-2023 12:00:00","22.611968","88.347422","PM2.5","55","257","148","148","PM2.5"
"","","","","","","","PM10","69","158","113","",""
"","","","","","","","NO2","24","101","44","",""
"","","","","","","","NH3","5","14","8","",""
"","","","","","","","SO2","7","8","7","",""
"","","","","","","","CO","5","88","33","",""
"","","","","","","","OZONE","5","15","6","",""
"","","","Padmapukur, Howrah - WBPCB","20-11-2023 12:00:00","22.5687319","88.2797276","PM2.5","31","95","63","88","PM10"
"","","","","","","","PM10","53","114","88","",""
"","","","","","","","NO2","22","47","36","",""
"","","","","","","","NH3","6","10","8","",""
"","","","","","","","SO2","8","35","12","",""
"","","","","","","","CO","24","90","49","",""
"","","","","","","","OZONE","6","47","15","",""
"","","Kolkata","Ballygunge, Kolkata - WBPCB","20-11-2023 12:00:00","22.5367507","88.3638022","PM2.5","29","188","84","84","PM10"
"","","","","","","","PM10","51","139","84","",""
"","","","","","","","NO2","17","106","54","",""
"","","","","","","","NH3","5","8","6","",""
"","","","","","","","SO2","4","10","6","",""
"","","","","","","","CO","6","102","18","",""
"","","","","","","","OZONE","8","78","29","",""
"","","","Bidhannagar, Kolkata - WBPCB","20-11-2023 12:00:00","22.58157048","88.41002457","PM2.5","19","90","48","71","PM10"
"","","","","","","","PM10","50","118","71","",""
"","","","","","","","NO2","12","51","24","",""
"","","","","","","","NH3","6","14","7","",""
"","","","","","","","SO2","8","16","13","",""
"","","","","","","","CO","11","60","22","",""
"","","","","","","","OZONE","10","48","20","",""
"","","","Fort William, Kolkata - WBPCB","20-11-2023 12:00:00","22.55664","88.342674","PM2.5","42","237","123","123","PM2.5"
"","","","","","","","PM10","46","128","93","",""
"","","","","","","","NO2","11","90","50","",""
"","","","","","","","NH3","11","15","13","",""
"","","","","","","","SO2","6","29","10","",""
"","","","","","","","CO","10","70","29","",""
"","","","","","","","OZONE","8","85","23","",""
"","","","Jadavpur, Kolkata - WBPCB","20-11-2023 12:00:00","22.49929","88.36917","PM2.5","33","99","62","85","PM10"
"","","","","","","","PM10","49","124","85","",""
"","","","","","","","NO2","9","42","20","",""
"","","","","","","","NH3","6","36","21","",""
"","","","","","","","SO2","4","7","5","",""
"","","","","","","","CO","8","82","44","",""
"","","","","","","","OZONE","11","43","16","",""
"","","","Rabindra Bharati University, Kolkata - WBPCB","20-11-2023 12:00:00","22.627847","88.380669","PM2.5","26","95","48","77","PM10"
"","","","","","","","PM10","49","124","77","",""
"","","","","","","","NO2","23","25","24","",""
"","","","","","","","NH3","7","10","8","",""
"","","","","","","","SO2","2","17","12","",""
"","","","","","","","CO","18","90","28","",""
"","","","","","","","OZONE","10","74","32","",""
"","","","Rabindra Sarobar, Kolkata - WBPCB","20-11-2023 12:00:00","22.51106","88.35142","PM2.5","22","129","64","64","PM2.5"
"","","","","","","","PM10","28","94","57","",""
"","","","","","","","NO2","6","73","32","",""
"","","","","","","","NH3","6","13","8","",""
"","","","","","","","SO2","7","10","9","",""
"","","","","","","","CO","20","100","33","",""
"","","","","","","","OZONE","4","75","24","",""
"","","","Victoria, Kolkata - WBPCB","20-11-2023 12:00:00","22.5448082","88.3403691","PM2.5","41","179","102","170","PM10"
"","","","","","","","PM10","25","494","170","",""
